erunt,formed_from_PERFECT_stem,2nd perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,2nd pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,2nd pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,2nd pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,2nd pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,2nd pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,2nd pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,2nd future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,2nd future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,2nd future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,2nd future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,2nd future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,2nd future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,2nd perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,2nd perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,2nd perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,2nd perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,2nd perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,2nd perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 2ndPerson singular
isset,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 3rdPerson singular
issemus,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 1stPerson plural
issetis,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 2ndPerson plural
issent,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 3rdPerson plural
i,formed_from_PERFECT_stem,3rd perfect indicative active 1stPerson singular
isti,formed_from_PERFECT_stem,3rd perfect indicative active 2ndPerson singular
it,formed_from_PERFECT_stem,3rd perfect indicative active 3rdPerson singular
imus,formed_from_PERFECT_stem,3rd perfect indicative active 1stPerson plural
istis,formed_from_PERFECT_stem,3rd perfect indicative active 2ndPerson plural
erunt,formed_from_PERFECT_stem,3rd perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,3rd pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,3rd pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,3rd pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,3rd pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,3rd pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,3rd pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,3rd future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,3rd future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,3rd future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,3rd future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,3rd future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,3rd future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,3rd perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,3rd perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,3rd perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,3rd perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,3rd perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,3rd perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 2ndPerson singular
isset,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 3rdPerson singular
issemus,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 1stPerson plural
issetis,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 2ndPerson plural
issent,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 3rdPerson plural
i,formed_from_PERFECT_stem,4th perfect indicative active 1stPerson singular
isti,formed_from_PERFECT_stem,4th perfect indicative active 2ndPerson singular
