"","x"
"2838","#renodo, renodare, renodavi, renodatus  V (1st) TRANS                                                [XXXDS] :: bind back; tie back;"
"2839","#renovo, renovare, renovavi, renovatus  V (1st)                                                      [XXXBX] :: renew, restore; revive;"
"2840","#renumero, renumerare, renumeravi, renumeratus  V (1st) TRANS                                        [XXXDO] :: repay, pay back; pay out (that owed); report count of;"
"2841","#renuncio, renunciare, renunciavi, renunciatus  V (1st)                                              [XXXFS] :: report, announce; reject; (also renuntio);"
"2842","#renuntio, renuntiare, renuntiavi, renuntiatus  V (1st)                                              [XXXDX] :: report, announce; reject;"
"2843","#renuto, renutare, renutavi, renutatus  V (1st) INTRANS                                              [XXXDS] :: refuse; decline;"
"2844","#reparo, reparare, reparavi, reparatus  V (1st)                                                      [XXXBX] :: prepare again; renew, revive;"
"2845","#repedo, repedare, repedavi, repedatus  V (1st) INTRANS                                              [XXXEO] :: return, go back; retire;"
"2846","#replegio, replegiare, replegiavi, replegiatus  V (1st)                                              [FLXFJ] :: bail (person); recover security taken for court appearance;"
"2847","#replico, replicare, replicavi, replicatus  V (1st) TRANS                                            [XXXBO] :: turn/fold/bend back (on); unroll (scroll); unwind (cable); go over and over;"
"2848","#replico, replicare, replicui, replicitus  V (1st) TRANS                                             [FXXEV] :: repeat; turn/fold/bend back (on); unroll, unwind; go over and over;"
"2849","#reporto, reportare, reportavi, reportatus  V (1st)                                                  [XXXBX] :: carry back; report;"
"2850","#repraesento, repraesentare, repraesentavi, repraesentatus  V (1st)                                  [XXXDX] :: represent, depict; show, exhibit, display; manifest; pay down, pay in cash;"
"2851","#reprehenso, reprehensare, reprehensavi, reprehensatus  V (1st) TRANS                                [XXXDS] :: blamer; critic;"
"2852","#reprobo, reprobare, reprobavi, reprobatus  V (1st) TRANS                                            [XXXEO] :: condemn; reject;"
"2853","#repto, reptare, reptavi, reptatus  V (1st)                                                          [XXXBO] :: crawl/creep (over); move slowly/lazily/furtively, stroll/saunter, slink, grope;"
"2854","#repudio, repudiare, repudiavi, repudiatus  V (1st)                                                  [XXXDX] :: reject; repudiate; scorn;"
"2855","#repugno, repugnare, repugnavi, repugnatus  V (1st)                                                  [XXXDX] :: fight back, oppose; be incompatible with; disagree with;"
"2856","#repulso, repulsare, repulsavi, repulsatus  V (1st)                                                  [XXXDX] :: drive back; reject;"
"2857","#repuo, repuare, repuavi, repuatus  V (1st)                                                          [FXXEN] :: reject;"
"2858","#repurgo, repurgare, repurgavi, repurgatus  V (1st) TRANS                                            [XXXDS] :: recleanse; clear again; purge away;"
"2859","#reputo, reputare, reputavi, reputatus  V (1st)                                                      [XXXDX] :: think over, reflect;"
"2860","#requirito, requiritare, requiritavi, requiritatus  V (1st) TRANS                                    [BXXFS] :: inquire repeatedly; keep asking after;"
"2861","#resacro, resacrare, resacravi, resacratus  V (1st)                                                  [XXXEC] :: implore again and again; free from a curse;"
"2862","#resaluto, resalutare, resalutavi, resalutatus  V (1st) TRANS                                        [XXXDS] :: greet back; greet in return;"
"2863","#reseco, resecare, resecui, resectus  V (1st)                                                        [XXXDX] :: cut back, trim; reap, cut short;"
"2864","#resecro, resecrare, resecravi, resecratus  V (1st)                                                  [XXXEC] :: implore again and again; free from a curse;"
"2865","#resemino, reseminare, reseminavi, reseminatus  V (1st)                                              [XXXDX] :: reproduce;"
"2866","#resero, reserare, reseravi, reseratus  V (1st)                                                      [XXXBX] :: open up, unseal, unbar (gate/door), unfasten; make accessible; uncover, expose;"
"2867","#reservo, reservare, reservavi, reservatus  V (1st)                                                  [XXXDX] :: reserve; spare; hold on to;"
"2868","#resigno, resignare, resignavi, resignatus  V (1st)                                                  [XXXDX] :: unseal; open; resign;"
"2869","#resono, resonare, resonavi, resonatus  V (1st)                                                      [XXXBX] :: resound;"
"2870","#respecto, respectare, respectavi, respectatus  V (1st)                                              [XXXDX] :: keep on looking round or back; await; have regard for;"
"2871","#respiro, respirare, respiravi, respiratus  V (1st)                                                  [XXXDX] :: breathe out; take breath; enjoy a respite;"
"2872","#responsito, responsitare, responsitavi, responsitatus  V (1st) INTRANS                              [XXXDS] :: give advice;"
"2873","#responso, responsare, responsavi, responsatus  V (1st)                                              [XXXDX] :: answer, reply (to); reecho;"
"2874","#restagno, restagnare, restagnavi, restagnatus  V (1st)                                              [XXXDX] :: overflow; be covered with flood-water;"
"2875","#restat, restare, -, restatus est  V (1st) IMPERS                                                    [XXXDX] :: it remains to; it remains standing;"
"2876","#restauro, restaurare, restauravi, restauratus  V (1st) TRANS                                        [XXXCO] :: restore (condition); rebuild; bring back, re-establish, take up again; renew;"
"2877","#restito, restitare, restitavi, restitatus  V (1st) INTRANS                                          [XXXDS] :: stay behind; hesitate;"
"2878","#resto, restare, restiti, -  V (1st)                                                                 [XXXBX] :: stand firm; stay behind; be left, be left over; remain;"
"2879","#resulto, resultare, resultavi, resultatus  V (1st)                                                  [XXXDX] :: reverberate, resound; re-echo; rebound, spring back;"
"2880","#resuscito, resuscitare, resuscitavi, resuscitatus  V (1st)                                          [XXXDX] :: rouse again, reawaken;"
"2881","#retardo, retardare, retardavi, retardatus  V (1st)                                                  [XXXDX] :: delay, hold up;"
"2882","#retempto, retemptare, retemptavi, retemptatus  V (1st) TRANS                                        [XXXDS] :: reattempt; try again; (=retento);"
"2883","#retento, retentare, retentavi, retentatus  V (1st) TRANS                                            [XXXCO] :: hold fast/back, keep hold of; restrain/detain, keep in check/place; retain;"
"2884","#retono, retonare, retonavi, retonatus  V (1st) INTRANS                                              [XXXFS] :: thunder back;"
"2885","#retracto, retractare, retractavi, retractatus  V (1st)                                              [XXXDX] :: undertake anew; draw back, be reluctant; reconsider; withdraw;"
"2886","#retrecto, retrectare, retrectavi, retrectatus  V (1st)                                              [XXXDS] :: undertake anew; draw back, be reluctant; reconsider; withdraw; (= retracto);"
"2887","#revelo, revelare, revelavi, revelatus  V (1st)                                                      [XXXDX] :: show; reveal;"
"2888","#reverbero, reverberare, reverberavi, reverberatus  V (1st) TRANS                                    [XXXCO] :: beat back; repel (violently from a surface);"
"2889","#revoco, revocare, revocavi, revocatus  V (1st)                                                      [XXXAX] :: call back, recall; revive; regain;"
"2890","#revolo, revolare, revolavi, revolatus  V (1st)                                                      [XXXDX] :: fly back;"
"2891","#rigo, rigare, rigavi, rigatus  V (1st)                                                              [XXXDX] :: moisten, wet, water, irrigate;"
"2892","#robbo, robbare, robbavi, robbatus  V (1st)                                                          [FLXFJ] :: rob;"
"2893","#roboro, roborare, roboravi, roboratus  V (1st)                                                      [XXXDX] :: give physical/moral strength to; reinforce; strengthen, make more effective;"
"2894","#rogito, rogitare, rogitavi, rogitatus  V (1st)                                                      [XXXDX] :: ask, inquire;"
"2895","#rogo, rogare, rogavi, rogatus  V (1st)                                                              [XXXAX] :: ask, ask for; invite; introduce;"
"2896","#roro, rorare, roravi, roratus  V (1st)                                                              [XXXDX] :: cause dew, drip; be moist;"
"2897","#roto, rotare, rotavi, rotatus  V (1st)                                                              [XXXDX] :: whirl round; revolve, rotate;"
"2898","#rotundo, rotundare, rotundavi, rotundatus  V (1st) TRANS                                            [XXXCO] :: make round, give circular/spherical shape to; round off (sum);"
"2899","#ructo, ructare, ructavi, ructatus  V (1st) INTRANS                                                  [XXXEC] :: belch;"
"2900","#rugo, rugare, rugavi, rugatus  V (1st)                                                              [XXXES] :: wrinkle, crease; corrugate; become wrinkled/rumpled/creased;"
"2901","#rumifico, rumificare, rumificavi, rumificatus  V (1st) TRANS                                        [BXXFS] :: report;"
"2902","#rumino, ruminare, ruminavi, ruminatus  V (1st)                                                      [XXXDX] :: chew over again; chew the cud;"
"2903","#runcino, runcinare, runcinavi, runcinatus  V (1st) TRANS                                            [XXXFO] :: plane (as a carpenter);"
"2904","#runco, runcare, runcavi, runcatus  V (1st) TRANS                                                    [XAXEC] :: weed, thin out;"
"2905","#ruro, rurare, ruravi, ruratus  V (1st) INTRANS                                                      [XAXEC] :: live in the country;"
"2906","#rutilo, rutilare, rutilavi, rutilatus  V (1st)                                                      [XXXDX] :: redden, make reddish; have a reddish glow;"
"2907","#rutundo, rutundare, rutundavi, rutundatus  V (1st) TRANS                                            [XXXCO] :: make round, give circular/spherical shape to; round off (sum);"
"2908","#sabbatizo, sabbatizare, sabbatizavi, sabbatizatus  V (1st) INTRANS                                  [EEXES] :: observe/keep the sabbath;"
"2909","#sacco, saccare, saccavi, saccatus  V (1st) TRANS                                                    [XXXDS] :: filter; strain;"
"2910","#sacrifico, sacrificare, sacrificavi, sacrificatus  V (1st)                                          [XEXDX] :: sacrifice; celebrate the Mass (Erasmus);"
"2911","#sacro, sacrare, sacravi, sacratus  V (1st)                                                          [XEXBX] :: consecrate, make sacred, dedicate;"
"2912","#sagino, saginare, saginavi, saginatus  V (1st) TRANS                                                [XAXCO] :: fatten (animals) for eating; feed lavishly, stuff;"
"2913","#sagitto, sagittare, sagittavi, sagittatus  V (1st)                                                  [XWXEC] :: shoot arrows;"
"2914","#saltito, saltitare, saltitavi, saltitatus  V (1st) TRANS                                            [DXXFS] :: dance a lot; dance vigorously;"
"2915","#salto, saltare, saltavi, saltatus  V (1st)                                                          [XXXDX] :: dance, jump; portray or represent in a dance;"
"2916","#saluto, salutare, salutavi, salutatus  V (1st)                                                      [XXXBX] :: greet; wish well; visit; hail, salute;"
"2917","#salvifico, salvificare, salvificavi, salvificatus  V (1st) TRANS                                    [EEXES] :: save, deliver;"
"2918","#salvo, salvare, salvavi, salvatus  V (1st)                                                          [XXXBX] :: save;"
"2919","#sanctifico, sanctificare, sanctificavi, sanctificatus  V (1st)                                      [XXXDX] :: sanctify, treat as holy;"
"2920","#sano, sanare, sanavi, sanatus  V (1st)                                                              [XXXDX] :: cure, heal; correct; quiet;"
"2921","#satio, satiare, satiavi, satiatus  V (1st)                                                          [XXXBX] :: satisfy, sate; nourish;"
"2922","#saturo, saturare, saturavi, saturatus  V (1st)                                                      [XXXDX] :: fill to repletion, sate, satisfy; drench, saturate;"
"2923","#saucio, sauciare, sauciavi, sauciatus  V (1st)                                                      [XXXDX] :: wound, hurt; gash, stab;"
"2924","#scandalizo, scandalizare, scandalizavi, scandalizatus  V (1st) TRANS                                [DEXCS] :: tempt to evil; cause to stumble; offend, scandalize (Bee);"
"2925","#scaripho, scariphare, scariphavi, scariphatus  V (1st)                                              [XXXFS] :: scratch open; scarify; (L+S gives scarifo, JFW's texts have -ph-);"
"2926","#scelero, scelerare, sceleravi, sceleratus  V (1st)                                                  [XXXDX] :: defile;"
"2927","#scintillo, scintillare, scintillavi, scintillatus  V (1st)                                          [XXXDX] :: send out sparks;"
"2928","#scirpo, scirpare, scirpavi, scirpatus  V (1st)                                                      [XAXDX] :: plait/make (baskets, etc.) from bulrushes;"
"2929","#scirto, scirtare, scirtavi, scirtatus  V (1st)                                                      [EDXFW] :: dance; (4 Ezra 6:21);"
"2930","#sclopeto, sclopetare, sclopetavi, sclopetatus  V (1st)                                              [GXXEK] :: fire rifle;"
"2931","#scopo, scopare, scopavi, scopatus  V (1st) TRANS                                                    [EXXFS] :: brush/sweep away;"
"2932","#screo, screare, screavi, screatus  V (1st) INTRANS                                                  [XBXEC] :: clear the throat, hawk, hem;"
"2933","#scriptito, scriptitare, scriptitavi, scriptitatus  V (1st)                                          [XXXFS] :: write often; compose;"
"2934","#scripto, scriptare, scriptavi, scriptatus  V (1st) TRANS                                            [EXXEP] :: write; compose;"
"2935","#scrutino, scrutinare, scrutinavi, scrutinatus  V (1st) TRANS                                        [EXXDP] :: investigate; examine closely/strictly; scrutinize;"
"2936","#scruto, scrutare, scrutavi, scrutatus  V (1st) TRANS                                                [DXXDS] :: search/probe/examine carefully/thoroughly; explore/scan/scrutinize/investigate;"
"2937","#seco, secare, secavi, secatus  V (1st) TRANS                                                        [EXXFT] :: cut, sever; decide; divide in two/halve/split; slice/chop/cut up/carve; detach;"
"2938","#seco, secare, secui, sectus  V (1st) TRANS                                                          [XXXAO] :: cut, sever; decide; divide in two/halve/split; slice/chop/cut up/carve; detach;"
"2939","#secubo, secubare, secubui, -  V (1st)                                                               [XXXDX] :: sleep apart from one's spouse or lover; sleep alone; live alone;"
"2940","#seculizo, seculizare, seculizavi, seculizatus  V (1st) INTRANS                                      [EEXCM] :: live a worldly life;"
"2941","#secundo, secundare, secundavi, secundatus  V (1st) TRANS                                            [XXXCO] :: make conditions favorable (winds/deities), favor; adjust, adapt; prosper;"
"2942","#sedo, sedare, sedavi, sedatus  V (1st)                                                              [XXXDX] :: settle, allay; restrain; calm down;"
"2943","#segrego, segregare, segregavi, segregatus  V (1st)                                                  [XXXDX] :: remove, separate;"
"2944","#semigro, semigrare, semigravi, semigratus  V (1st) INTRANS                                          [XXXFS] :: go away;"
"2945","#semino, seminare, seminavi, seminatus  V (1st)                                                      [XXXDX] :: plant, sow;"
"2946","#sensifico, sensificare, sensificavi, sensificatus  V (1st)                                          [GXXEK] :: sensitize;"
"2947","#sententio, sententiare, sententiavi, sententiatus  V (1st)                                          [XXXFM] :: decree; L:pronounce sentence;"
"2948","#separo, separare, separavi, separatus  V (1st)                                                      [XXXBX] :: divide, distinguish; separate;"
"2949","#sequestro, sequestrare, sequestravi, sequestratus  V (1st) TRANS                                    [XLXES] :: sequestrate, place/surrender into hands of trustee; separate, remove (L+S);"
"2950","#sereno, serenare, serenavi, serenatus  V (1st)                                                      [XXXDX] :: clear up, brighten; lighten;"
"2951","#sermonizo, sermonizare, sermonizavi, sermonizatus  V (1st)                                          [FEXEM] :: preach;"
"2952","#serro, serrare, serravi, serratus  V (1st) TRANS                                                    [DXXDS] :: saw; saw up, saw into pieces;"
"2953","#servo, servare, servavi, servatus  V (1st)                                                          [XXXAX] :: watch over; protect, store, keep, guard, preserve, save;"
"2954","#sessito, sessitare, sessitavi, sessitatus  V (1st) INTRANS                                          [XXXFS] :: sit for long;"
"2955","#sevoco, sevocare, sevocavi, sevocatus  V (1st)                                                      [XXXDX] :: call aside; remove; separate;"
"2956","#sexquartano, sexquartanare, sexquartanavi, sexquartanatus  V (1st) TRANS                            [FSXFM] :: increase by a quarter;"
"2957","#sexquintano, sexquintanare, sexquintanavi, sexquintanatus  V (1st) TRANS                            [FSXFM] :: increase by a fifth;"
"2958","#sexquinterno, sexquinternare, sexquinternavi, sexquinternatus  V (1st) TRANS                        [FSXFM] :: increase by a fifth;"
"2959","#sibilo, sibilare, sibilavi, sibilatus  V (1st)                                                      [XXXDX] :: hiss; hiss at;"
"2960","#sicco, siccare, siccavi, siccatus  V (1st)                                                          [XXXDX] :: dry, drain; exhaust;"
"2961","#sigillo, sigillare, sigillavi, sigillatus  V (1st)                                                  [FLXEM] :: seal; seal-up; confirm; (DEP form also known);"
"2962","#significo, significare, significavi, significatus  V (1st)                                          [XXXAX] :: signify, indicate, show;"
"2963","#signo, signare, signavi, signatus  V (1st)                                                          [XXXBX] :: mark, stamp, designate, sign; seal;"
"2964","#similo, similare, similavi, similatus  V (1st)                                                      [XXXAO] :: imitate, copy; pretend (to have/be); look like; simulate; counterfeit; feint;"
"2965","#simplifico, simplificare, simplificavi, simplificatus  V (1st) TRANS                                [FXXEE] :: simplify;"
"2966","#simulo, simulare, simulavi, simulatus  V (1st)                                                      [XXXAO] :: imitate, copy; pretend (to have/be); look like; simulate; counterfeit; feint;"
"2967","#singulto, singultare, -, singultatus  V (1st)                                                       [XXXDX] :: catch the breath, gasp; hiccup; sob, utter with sobs; gasp out (one's life);"
"2968","#sinuo, sinuare, sinuavi, sinuatus  V (1st)                                                          [XXXDX] :: bend into a curve; bend; billow out;"
"2969","#sipo, sipare, sipavi, sipatus  V (1st) TRANS                                                        [XXXFO] :: throw; pour; strew, scatter; (usu. only in compounds);"
"2970","#sirpo, sirpare, sirpavi, sirpatus  V (1st)                                                          [XXXDX] :: plait/make (baskets, etc.) from bulrushes;"
"2971","#smalto, smaltare, smaltavi, smaltatus  V (1st)                                                      [GXXEK] :: enamel;"
"2972","#socio, sociare, sociavi, sociatus  V (1st)                                                          [XXXBX] :: unite, join, ally; share in;"
"2973","#solido, solidare, solidavi, solidatus  V (1st)                                                      [XXXDX] :: make solid/whole/dense/firm/crack free; strengthen, consolidate; solder; knit;"
"2974","#solito, solitare, solitavi, solitatus  V (1st)                                                      [XXXDX] :: to make it one's constant habit to (w/INF); make a practice of; be accustomed;"
"2975","#sollemnizo, sollemnizare, sollemnizavi, sollemnizatus  V (1st)                                      [FXXEM] :: celebrate; solemnize;"
"2976","#sollicito, sollicitare, sollicitavi, sollicitatus  V (1st)                                          [XXXBX] :: disturb, worry; stir up, arouse, agitate, incite;"
"2977","#somnio, somniare, somniavi, somniatus  V (1st)                                                      [XXXDX] :: dream; dream of or see in a dream;"
"2978","#sono, sonare, sonavi, sonatus  V (1st)                                                              [DXXAO] :: make a noise/sound; speak/utter, emit sound; be spoken of (as); express/denote;"
"2979","#sono, sonare, sonavi, sonatus  V (1st)                                                              [DXXAO] :: |echo/resound; be heard, sound; be spoken of (as); celebrate in speech;"
"2980","#soporo, soporare, soporavi, soporatus  V (1st)                                                      [XXXDX] :: rend to sleep, render unconscious, stupefy;"
"2981","#sorbillo, sorbillare, sorbillavi, sorbillatus  V (1st) TRANS                                        [XXXDS] :: sip;"
"2982","#sospito, sospitare, sospitavi, sospitatus  V (1st)                                                  [XXXDX] :: preserve, defend;"
"2983","#specto, spectare, spectavi, spectatus  V (1st)                                                      [XXXAX] :: observe, watch, look at, see; test; consider;"
"2984","#spero, sperare, speravi, speratus  V (1st)                                                          [XXXAX] :: hope for; trust; look forward to; hope;"
"2985","#spico, spicare, -, spicatus  V (1st)                                                                [EXXFS] :: furnish with spikes; provide ears;"
"2986","#spiculo, spiculare, spiculavi, spiculatus  V (1st) TRANS                                            [FXXFY] :: stab;"
"2987","#spino, spinare, spinavi, spinatus  V (1st)                                                          [FEXFM] :: crown with thorns; prick;"
"2988","#spiro, spirare, spiravi, spiratus  V (1st)                                                          [XXXAX] :: breathe; blow; live; breathe out; exhale; breathe the spirit of;"
"2989","#spisso, spissare, spissavi, spissatus  V (1st)                                                      [XXXDX] :: thicken, condense;"
"2990","#spolio, spoliare, spoliavi, spoliatus  V (1st)                                                      [XXXBX] :: rob, strip; despoil, plunder; deprive (with abl.);"
"2991","#sponso, sponsare, sponsavi, sponsatus  V (1st) TRANS                                                [XXXFO] :: become betrothed/engaged to marry (woman); espouse, affiance (L+S);"
"2992","#spumo, spumare, spumavi, spumatus  V (1st)                                                          [XXXDX] :: foam, froth; be covered in foam; cover with foam;"
"2993","#spurco, spurcare, spurcavi, spurcatus  V (1st)                                                      [XXXDX] :: soil, infect; deprave;"
"2994","#sputo, sputare, sputavi, sputatus  V (1st)                                                          [XXXDX] :: spit out;"
"2995","#stabulo, stabulare, stabulavi, stabulatus  V (1st)                                                  [XAXCO] :: stable/house (domestic animals, poultry, etc); be housed, have stall/lair/den;"
"2996","#stagno, stagnare, stagnavi, stagnatus  V (1st)                                                      [XXXDX] :: form/lie in pools; be under water;"
"2997","#stello, stellare, -, stellatus  V (1st) TRANS                                                       [XXXES] :: set/furnish/cover with stars/points of light;"
"2998","#stercoro, stercorare, stercoravi, stercoratus  V (1st) TRANS                                        [FBBFM] :: void excrement, defecate;"
"2999","#sterilizo, sterilizare, sterilizavi, sterilizatus  V (1st)                                          [GXXEK] :: sterilize;"
"3000","#sternuto, sternutare, sternutavi, sternutatus  V (1st) INTRANS                                      [XBXCO] :: sneeze (repeatedly or violently);"
"3001","#stillo, stillare, stillavi, stillatus  V (1st)                                                      [XXXDX] :: fall in drops; drip; cause to drip; pour in drops;"
"3002","#stimulo, stimulare, stimulavi, stimulatus  V (1st)                                                  [XXXBX] :: urge forward with a goad, torment,""sting""; incite, rouse to frenzy;"
"3003","#stipo, stipare, stipavi, stipatus  V (1st)                                                          [XXXDX] :: crowd, press together, compress, surround closely;"
"3004","#sto, stare, steti, status  V (1st)                                                                  [XXXAX] :: stand, stand still, stand firm; remain, rest;"
"3005","#strangulo, strangulare, strangulavi, strangulatus  V (1st) TRANS                                    [XXXBO] :: strangle/throttle; suffocate/stifle/smother; choke; constrict way; keep close;"
"3006","#strepito, strepitare, strepitavi, strepitatus  V (1st)                                              [XXXDX] :: make a loud or harsh noise;"
"3007","#strigo, strigare, strigavi, strigatus  V (1st) INTRANS                                              [XXXEC] :: halt, stop;"
"3008","#strio, striare, -, striatus  V (1st)                                                                [XTXFS] :: provide with channels; groove; wrinkle;"
"3009","#stupro, stuprare, stupravi, stupratus  V (1st)                                                      [XXXDX] :: have (illicit) sexual intercourse with;"
"3010","#subaccuso, subaccusare, subaccusavi, subaccusatus  V (1st) TRANS                                    [XXXDS] :: blame somewhat;"
"3011","#subarrho, subarrhare, subarrhavi, subarrhatus  V (1st)                                              [FLXFM] :: pledge, pay earnest money; espouse, undertake;"
"3012","#subasso, subassare, subassavi, subassatus  V (1st) TRANS                                            [XXXDS] :: roast a little;"
"3013","#subausculto, subauscultare, subauscultavi, subauscultatus  V (1st)                                  [XXXES] :: listen secretly; eavesdrop;"
"3014","#subfuro, subfurare, -, subfuratus  V (1st) TRANS                                                    [XXXEO] :: steal unobtrusively; steal away;"
"3015","#subigito, subigitare, subigitavi, subigitatus  V (1st) TRANS                                        [XXXDS] :: behave improperly to; work upon, incite;"
"3016","#subintro, subintrare, subintravi, subintratus  V (1st) INTRANS                                      [DXXES] :: go into secretly, enter by stealth;"
"3017","#subinvito, subinvitare, subinvitavi, subinvitatus  V (1st)                                          [XXXDS] :: invite vaguely;"
"3018","#subjecto, subjectare, subjectavi, subjectatus  V (1st)                                              [XXXDX] :: throw up from below; apply below;"
"3019","#subjugo, subjugare, subjugavi, subjugatus  V (1st) TRANS                                            [XXXEO] :: subjugate, make subject; bring under the yoke (L+S);"
"3020","#sublecto, sublectare, sublectavi, sublectatus  V (1st) TRANS                                        [BXXDS] :: coax;"
"3021","#sublevo, sublevare, sublevavi, sublevatus  V (1st)                                                  [XXXDX] :: lift up, raise; support; assist; lighten;"
"3022","#subligo, subligare, subligavi, subligatus  V (1st)                                                  [XXXDX] :: fasten (to);"
"3023","#sublimo, sublimare, sublimavi, sublimatus  V (1st) TRANS                                            [XXXCO] :: raise, place in elevated position; soar; send up (spirits) from underworld;"
"3024","#subministro, subministrare, subministravi, subministratus  V (1st)                                  [XXXDX] :: supply, furnish, afford;"
"3025","#submurmuro, submurmurare, submurmuravi, submurmuratus  V (1st) INTRANS                              [XXXFO] :: murmur softly;"
"3026","#submuto, submutare, submutavi, submutatus  V (1st) TRANS                                            [XXXEC] :: exchange;"
"3027","#subnego, subnegare, subnegavi, subnegatus  V (1st) TRANS                                            [XXXDS] :: refuse somewhat; deny somewhat;"
"3028","#subnervio, subnerviare, subnerviavi, subnerviatus  V (1st) TRANS                                    [XXXFO] :: hamstring; (cut sinew in leg); invalidate (L+S); refute;"
"3029","#subnervo, subnervare, subnervavi, subnervatus  V (1st) TRANS                                        [DXXDS] :: hamstring; (cut sinew in leg); invalidate (L+S); refute;"
"3030","#subnoto, subnotare, subnotavi, subnotatus  V (1st)                                                  [GXXEK] :: subscribe;"
"3031","#subo, subare, subavi, subatus  V (1st) INTRANS                                                      [XXXEC] :: be in heat;"
"3032","#subodoro, subodorare, subodoravi, subodoratus  V (1st)                                              [GXXEK] :: suspect;"
"3033","#suborno, subornare, subornavi, subornatus  V (1st)                                                  [XXXDX] :: equip, adorn;"
"3034","#subpuro, subpurare, subpuravi, subpuratus  V (1st) INTRANS                                          [XBXCO] :: suppurate, fester under the surface;"
"3035","#subremigo, subremigare, subremigavi, subremigatus  V (1st)                                          [XXXDX] :: make rowing movements underneath;"
"3036","#subrogo, subrogare, subrogavi, subrogatus  V (1st) TRANS                                            [XLXCO] :: elect/propose/nominate/cause to be elected as successor/substitute; substitute;"
"3037","#subsanno, subsannare, subsannavi, subsannatus  V (1st) TRANS                                        [DXXCS] :: mock, deride; insult by derisive gestures; sneer;"
"3038","#subseco, subsecare, subsecui, subsectus  V (1st)                                                    [XXXDX] :: cut away below; pare (the nails);"
"3039","#subsilio, subsiliare, -, -  V (1st) INTRANS                                                         [EXXFT] :: jump/leap/spring up; plunge beneath;"
"3040","#substo, substare, -, -  V (1st) INTRANS                                                             [XXXFS] :: hold firm; stand under;"
"3041","#subsulto, subsultare, subsultavi, subsultatus  V (1st) INTRANS                                      [XXXDO] :: keep jumping up; spring up, leap up; (also jerky rhythm);"
"3042","#subvecto, subvectare, subvectavi, subvectatus  V (1st)                                              [XXXDX] :: convey (often or laboriously) upwards;"
"3043","#subvento, subventare, subventavi, subventatus  V (1st) DAT                                          [XXXBS] :: bring aid; come quickly to assistance;"
"3044","#subvolo, subvolare, subvolavi, subvolatus  V (1st)                                                  [XXXDX] :: fly upwards;"
"3045","#succenturio, succenturiare, succenturiavi, succenturiatus  V (1st) TRANS                            [XXXFS] :: substitute; place in reserve;"
"3046","#succlamo, succlamare, succlamavi, succlamatus  V (1st)                                              [XXXDX] :: shout in response (to);"
"3047","#succollo, succollare, succollavi, succollatus  V (1st)                                              [XXXDX] :: lift/carry on one's shoulders;"
"3048","#sudo, sudare, sudavi, sudatus  V (1st)                                                              [XXXDX] :: sweat, perspire;"
"3049","#suffarcino, suffarcinare, suffarcinavi, suffarcinatus  V (1st)                                      [XXXEC] :: stuff, cram;"
"3050","#sufflo, sufflare, sufflavi, sufflatus  V (1st)                                                      [XXXDX] :: blow/puff up, inflate; blow; get into a temper with;"
"3051","#suffoco, suffocare, suffocavi, suffocatus  V (1st) TRANS                                            [XXXEC] :: strangle, choke, suffocate;"
"3052","#suffrago, suffragare, suffragavi, suffragatus  V (1st)                                              [XXXDX] :: express public support (for), canvass/vote for; lend support (to), favor;"
"3053","#suffrico, suffricare, suffricavi, suffricatus  V (1st)                                              [XXXFS] :: rub-down; rub-off;"
"3054","#suffumigo, suffumigare, suffumigavi, suffumigatus  V (1st) TRANS                                    [XXXDS] :: fumigate from below;"
"3055","#suffuro, suffurare, -, suffuratus  V (1st) TRANS                                                    [XXXEO] :: steal unobtrusively; steal away;"
"3056","#suggillo, suggillare, suggillavi, suggillatus  V (1st)                                              [XXXDX] :: insult, humiliate;"
"3057","#sugillo, sugillare, sugillavi, sugillatus  V (1st)                                                  [XXXDX] :: insult, humiliate;"
"3058","#sulco, sulcare, sulcavi, sulcatus  V (1st)                                                          [XXXDX] :: furrow, plow; cleave;"
"3059","#sumministro, sumministrare, sumministravi, sumministratus  V (1st)                                  [XXXDX] :: supply, furnish, afford;"
"3060","#summurmuro, summurmurare, summurmuravi, summurmuratus  V (1st) INTRANS                              [XXXFO] :: murmur softly;"
"3061","#summuto, summutare, summutavi, summutatus  V (1st) TRANS                                            [XXXEC] :: exchange;"
"3062","#superabundo, superabundare, superabundavi, superabundatus  V (1st) INTRANS                          [DXXDS] :: be very abundant;"
"3063","#superaedifico, superaedificare, superaedificavi, superaedificatus  V (1st) TRANS                    [DXXDS] :: build upon/over;"
"3064","#superdo, superdare, superdedi, superdatus  V (1st) TRANS                                            [XXXFO] :: lay over; put over; apply on the surface;"
"3065","#superexalto, superexaltare, superexaltavi, superexaltatus  V (1st) INTRANS                          [DEXES] :: exalt above others;"
"3066","#supernato, supernatare, supernatavi, supernatatus  V (1st) INTRANS                                  [DXXDS] :: swim on top; float;"
"3067","#supero, superare, superavi, superatus  V (1st)                                                      [XXXAX] :: overcome, conquer; survive; outdo; surpass, be above, have the upper hand;"
"3068","#superoccupo, superoccupare, superoccupavi, superoccupatus  V (1st)                                  [XXXDX] :: take by surprise from above;"
"3069","#superonero, superonerare, superoneravi, superoneratus  V (1st) TRANS                                [FXXFM] :: overload with fetters;"
